method,display_name,image_index,filename,image_path,tp,fp,fn,gt,pred,precision50,recall50,failure_score
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),32,20260430_111109.jpg,.\data\combined_514\images\20260430_111109.jpg,28,16,7,35,44,0.6363636363636364,0.8,23
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),33,20260430_111122.jpg,.\data\combined_514\images\20260430_111122.jpg,27,29,7,34,56,0.48214285714285715,0.7941176470588235,36
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),34,20260430_111129.jpg,.\data\combined_514\images\20260430_111129.jpg,36,40,20,56,76,0.47368421052631576,0.6428571428571429,60
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),35,20260430_111135.jpg,.\data\combined_514\images\20260430_111135.jpg,34,40,15,49,74,0.4594594594594595,0.6938775510204082,55
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),36,20260430_111203.jpg,.\data\combined_514\images\20260430_111203.jpg,7,9,3,10,16,0.4375,0.7,12
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),37,20260430_111251.jpg,.\data\combined_514\images\20260430_111251.jpg,14,39,10,24,53,0.2641509433962264,0.5833333333333334,49
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),38,20260430_111306.jpg,.\data\combined_514\images\20260430_111306.jpg,35,29,18,53,64,0.546875,0.660377358490566,47
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),39,20260430_111434.jpg,.\data\combined_514\images\20260430_111434.jpg,30,53,28,58,83,0.3614457831325301,0.5172413793103449,81
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),40,20260430_111507.jpg,.\data\combined_514\images\20260430_111507.jpg,37,27,8,45,64,0.578125,0.8222222222222222,35
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),41,20260430_111630.jpg,.\data\combined_514\images\20260430_111630.jpg,29,48,31,60,77,0.37662337662337664,0.48333333333333334,79
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),42,20260430_111919.jpg,.\data\combined_514\images\20260430_111919.jpg,3,6,0,3,9,0.3333333333333333,1.0,6
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),43,20260430_111941.jpg,.\data\combined_514\images\20260430_111941.jpg,3,8,2,5,11,0.2727272727272727,0.6,10
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),44,20260430_111952.jpg,.\data\combined_514\images\20260430_111952.jpg,12,22,14,26,34,0.35294117647058826,0.46153846153846156,36
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),45,20260430_112049.jpg,.\data\combined_514\images\20260430_112049.jpg,19,32,5,24,51,0.37254901960784315,0.7916666666666666,37
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),46,20260430_112103.jpg,.\data\combined_514\images\20260430_112103.jpg,15,27,8,23,42,0.35714285714285715,0.6521739130434783,35
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),47,20260430_112241.jpg,.\data\combined_514\images\20260430_112241.jpg,13,27,27,40,40,0.325,0.325,54
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),48,20260430_112314.jpg,.\data\combined_514\images\20260430_112314.jpg,38,76,23,61,114,0.3333333333333333,0.6229508196721312,99
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),49,20260430_112502.jpg,.\data\combined_514\images\20260430_112502.jpg,27,44,113,140,71,0.38028169014084506,0.19285714285714287,157
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),50,20260430_112536.jpg,.\data\combined_514\images\20260430_112536.jpg,9,2,4,13,11,0.8181818181818182,0.6923076923076923,6
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),51,20260430_113032.jpg,.\data\combined_514\images\20260430_113032.jpg,12,9,6,18,21,0.5714285714285714,0.6666666666666666,15
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),52,20260430_113107.jpg,.\data\combined_514\images\20260430_113107.jpg,25,17,12,37,42,0.5952380952380952,0.6756756756756757,29
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),53,20260430_113229.jpg,.\data\combined_514\images\20260430_113229.jpg,25,54,29,54,79,0.31645569620253167,0.46296296296296297,83
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),54,20260430_113251.jpg,.\data\combined_514\images\20260430_113251.jpg,6,15,7,13,21,0.2857142857142857,0.46153846153846156,22
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),55,20260430_113345.jpg,.\data\combined_514\images\20260430_113345.jpg,7,20,4,11,27,0.25925925925925924,0.6363636363636364,24
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),56,20260430_113507.jpg,.\data\combined_514\images\20260430_113507.jpg,10,4,6,16,14,0.7142857142857143,0.625,10
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),57,20260430_113627.jpg,.\data\combined_514\images\20260430_113627.jpg,27,18,18,45,45,0.6,0.6,36
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),58,20260430_113730.jpg,.\data\combined_514\images\20260430_113730.jpg,32,19,21,53,51,0.6274509803921569,0.6037735849056604,40
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),59,20260430_113818.jpg,.\data\combined_514\images\20260430_113818.jpg,18,28,15,33,46,0.391304347826087,0.5454545454545454,43
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),60,20260430_113824.jpg,.\data\combined_514\images\20260430_113824.jpg,15,29,25,40,44,0.3409090909090909,0.375,54
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),61,20260430_113919.jpg,.\data\combined_514\images\20260430_113919.jpg,45,42,47,92,87,0.5172413793103449,0.4891304347826087,89
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),62,20260430_114008.jpg,.\data\combined_514\images\20260430_114008.jpg,20,16,15,35,36,0.5555555555555556,0.5714285714285714,31
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),63,20260430_114051.jpg,.\data\combined_514\images\20260430_114051.jpg,19,22,7,26,41,0.4634146341463415,0.7307692307692307,29
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),64,20260430_114124.jpg,.\data\combined_514\images\20260430_114124.jpg,58,37,22,80,95,0.6105263157894737,0.725,59
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),65,20260430_114129.jpg,.\data\combined_514\images\20260430_114129.jpg,14,14,7,21,28,0.5,0.6666666666666666,21
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),66,20260430_114341.jpg,.\data\combined_514\images\20260430_114341.jpg,22,27,12,34,49,0.4489795918367347,0.6470588235294118,39
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),67,20260430_114516.jpg,.\data\combined_514\images\20260430_114516.jpg,17,11,12,29,28,0.6071428571428571,0.5862068965517241,23
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),68,20260430_114527.jpg,.\data\combined_514\images\20260430_114527.jpg,16,15,7,23,31,0.5161290322580645,0.6956521739130435,22
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),69,20260430_114546.jpg,.\data\combined_514\images\20260430_114546.jpg,5,50,120,125,55,0.09090909090909091,0.04,170
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),70,20260430_114601.jpg,.\data\combined_514\images\20260430_114601.jpg,21,12,20,41,33,0.6363636363636364,0.5121951219512195,32
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),71,20260430_114650.jpg,.\data\combined_514\images\20260430_114650.jpg,7,22,12,19,29,0.2413793103448276,0.3684210526315789,34
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),72,20260430_115015.jpg,.\data\combined_514\images\20260430_115015.jpg,6,4,6,12,10,0.6,0.5,10
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),73,20260430_115039.jpg,.\data\combined_514\images\20260430_115039.jpg,2,9,0,2,11,0.18181818181818182,1.0,9
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),74,20260430_115223.jpg,.\data\combined_514\images\20260430_115223.jpg,17,16,8,25,33,0.5151515151515151,0.68,24
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),75,20260430_115310.jpg,.\data\combined_514\images\20260430_115310.jpg,15,20,13,28,35,0.42857142857142855,0.5357142857142857,33
berrymtl_centerdet_aligned_highres,BerryMTL-AlignedHighResCenterDet (ours),76,20260430_115351.jpg,.\data\combined_514\images\20260430_115351.jpg,14,11,4,18,25,0.56,0.7777777777777778,15
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),0,00007_20260212_161655_f00000198_t000006.601s.jpg,.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,29,311,53,82,340,0.08529411764705883,0.35365853658536583,364
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),1,00019_20260212_161655_f00000327_t000010.901s.jpg,.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,36,306,52,88,342,0.10526315789473684,0.4090909090909091,358
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),2,00082_20260212_161655_f00001136_t000037.870s.jpg,.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,34,305,72,106,339,0.10029498525073746,0.32075471698113206,377
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),3,00127_20260212_161655_f00001703_t000056.772s.jpg,.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,40,301,53,93,341,0.11730205278592376,0.43010752688172044,354
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),4,00140_20260212_161655_f00001835_t000061.173s.jpg,.\data\combined_514\images\00140_20260212_161655_f00001835_t000061.173s.jpg,35,312,103,138,347,0.10086455331412104,0.2536231884057971,415
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),5,00223_20260212_161655_f00002878_t000095.943s.jpg,.\data\combined_514\images\00223_20260212_161655_f00002878_t000095.943s.jpg,44,302,66,110,346,0.12716763005780346,0.4,368
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),6,00227_20260212_161655_f00002930_t000097.676s.jpg,.\data\combined_514\images\00227_20260212_161655_f00002930_t000097.676s.jpg,37,305,92,129,342,0.10818713450292397,0.2868217054263566,397
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),7,00246_20260212_161655_f00003255_t000108.511s.jpg,.\data\combined_514\images\00246_20260212_161655_f00003255_t000108.511s.jpg,29,320,49,78,349,0.0830945558739255,0.3717948717948718,369
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),8,00257_20260212_161655_f00003374_t000112.478s.jpg,.\data\combined_514\images\00257_20260212_161655_f00003374_t000112.478s.jpg,41,298,76,117,339,0.12094395280235988,0.3504273504273504,374
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),9,00321_20260212_164110_f00000473_t000015.769s.jpg,.\data\combined_514\images\00321_20260212_164110_f00000473_t000015.769s.jpg,52,293,49,101,345,0.15072463768115943,0.5148514851485149,342
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),10,00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,.\data\combined_514\images\00587_dji_fly_20260217_114201_0_f00000392_t000013.067s.jpg,13,337,42,55,350,0.037142857142857144,0.23636363636363636,379
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),11,00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,.\data\combined_514\images\00611_dji_fly_20260217_114201_0_f00000658_t000021.933s.jpg,25,323,125,150,348,0.07183908045977011,0.16666666666666666,448
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),12,00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,.\data\combined_514\images\00669_dji_fly_20260217_114521_0_f00000372_t000012.400s.jpg,20,328,158,178,348,0.05747126436781609,0.11235955056179775,486
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),13,20260430_105347.jpg,.\data\combined_514\images\20260430_105347.jpg,17,331,34,51,348,0.04885057471264368,0.3333333333333333,365
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),14,20260430_105507.jpg,.\data\combined_514\images\20260430_105507.jpg,24,324,14,38,348,0.06896551724137931,0.631578947368421,338
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),15,20260430_105529.jpg,.\data\combined_514\images\20260430_105529.jpg,17,330,6,23,347,0.04899135446685879,0.7391304347826086,336
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),16,20260430_105552.jpg,.\data\combined_514\images\20260430_105552.jpg,45,305,57,102,350,0.12857142857142856,0.4411764705882353,362
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),17,20260430_105607.jpg,.\data\combined_514\images\20260430_105607.jpg,18,331,15,33,349,0.05157593123209169,0.5454545454545454,346
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),18,20260430_105707.jpg,.\data\combined_514\images\20260430_105707.jpg,21,328,12,33,349,0.06017191977077364,0.6363636363636364,340
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),19,20260430_105805.jpg,.\data\combined_514\images\20260430_105805.jpg,15,334,3,18,349,0.04297994269340974,0.8333333333333334,337
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),20,20260430_105937.jpg,.\data\combined_514\images\20260430_105937.jpg,39,308,14,53,347,0.11239193083573487,0.7358490566037735,322
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),21,20260430_110121.jpg,.\data\combined_514\images\20260430_110121.jpg,17,333,12,29,350,0.04857142857142857,0.5862068965517241,345
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),22,20260430_110309.jpg,.\data\combined_514\images\20260430_110309.jpg,28,321,10,38,349,0.08022922636103152,0.7368421052631579,331
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),23,20260430_110337.jpg,.\data\combined_514\images\20260430_110337.jpg,12,336,10,22,348,0.034482758620689655,0.5454545454545454,346
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),24,20260430_110428.jpg,.\data\combined_514\images\20260430_110428.jpg,10,337,12,22,347,0.02881844380403458,0.45454545454545453,349
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),25,20260430_110502.jpg,.\data\combined_514\images\20260430_110502.jpg,12,338,4,16,350,0.03428571428571429,0.75,342
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),26,20260430_110635.jpg,.\data\combined_514\images\20260430_110635.jpg,20,328,10,30,348,0.05747126436781609,0.6666666666666666,338
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),27,20260430_110647.jpg,.\data\combined_514\images\20260430_110647.jpg,44,304,16,60,348,0.12643678160919541,0.7333333333333333,320
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),28,20260430_110740.jpg,.\data\combined_514\images\20260430_110740.jpg,20,329,10,30,349,0.05730659025787966,0.6666666666666666,339
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),29,20260430_110757.jpg,.\data\combined_514\images\20260430_110757.jpg,13,336,8,21,349,0.03724928366762178,0.6190476190476191,344
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),30,20260430_110820.jpg,.\data\combined_514\images\20260430_110820.jpg,1,343,3,4,344,0.0029069767441860465,0.25,346
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),31,20260430_111052.jpg,.\data\combined_514\images\20260430_111052.jpg,9,338,2,11,347,0.025936599423631124,0.8181818181818182,340
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),32,20260430_111109.jpg,.\data\combined_514\images\20260430_111109.jpg,25,322,10,35,347,0.07204610951008646,0.7142857142857143,332
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),33,20260430_111122.jpg,.\data\combined_514\images\20260430_111122.jpg,23,326,11,34,349,0.0659025787965616,0.6764705882352942,337
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),34,20260430_111129.jpg,.\data\combined_514\images\20260430_111129.jpg,34,315,22,56,349,0.09742120343839542,0.6071428571428571,337
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),35,20260430_111135.jpg,.\data\combined_514\images\20260430_111135.jpg,30,320,19,49,350,0.08571428571428572,0.6122448979591837,339
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),36,20260430_111203.jpg,.\data\combined_514\images\20260430_111203.jpg,7,342,3,10,349,0.02005730659025788,0.7,345
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),37,20260430_111251.jpg,.\data\combined_514\images\20260430_111251.jpg,16,331,8,24,347,0.04610951008645533,0.6666666666666666,339
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),38,20260430_111306.jpg,.\data\combined_514\images\20260430_111306.jpg,32,318,21,53,350,0.09142857142857143,0.6037735849056604,339
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),39,20260430_111434.jpg,.\data\combined_514\images\20260430_111434.jpg,30,319,28,58,349,0.08595988538681948,0.5172413793103449,347
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),40,20260430_111507.jpg,.\data\combined_514\images\20260430_111507.jpg,37,311,8,45,348,0.10632183908045977,0.8222222222222222,319
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),41,20260430_111630.jpg,.\data\combined_514\images\20260430_111630.jpg,22,328,38,60,350,0.06285714285714286,0.36666666666666664,366
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),42,20260430_111919.jpg,.\data\combined_514\images\20260430_111919.jpg,2,344,1,3,346,0.005780346820809248,0.6666666666666666,345
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),43,20260430_111941.jpg,.\data\combined_514\images\20260430_111941.jpg,3,347,2,5,350,0.008571428571428572,0.6,349
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),44,20260430_111952.jpg,.\data\combined_514\images\20260430_111952.jpg,13,336,13,26,349,0.03724928366762178,0.5,349
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),45,20260430_112049.jpg,.\data\combined_514\images\20260430_112049.jpg,18,332,6,24,350,0.05142857142857143,0.75,338
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),46,20260430_112103.jpg,.\data\combined_514\images\20260430_112103.jpg,13,337,10,23,350,0.037142857142857144,0.5652173913043478,347
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),47,20260430_112241.jpg,.\data\combined_514\images\20260430_112241.jpg,14,335,26,40,349,0.04011461318051576,0.35,361
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),48,20260430_112314.jpg,.\data\combined_514\images\20260430_112314.jpg,36,314,25,61,350,0.10285714285714286,0.5901639344262295,339
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),49,20260430_112502.jpg,.\data\combined_514\images\20260430_112502.jpg,24,326,116,140,350,0.06857142857142857,0.17142857142857143,442
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),50,20260430_112536.jpg,.\data\combined_514\images\20260430_112536.jpg,9,340,4,13,349,0.025787965616045846,0.6923076923076923,344
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),51,20260430_113032.jpg,.\data\combined_514\images\20260430_113032.jpg,14,336,4,18,350,0.04,0.7777777777777778,340
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),52,20260430_113107.jpg,.\data\combined_514\images\20260430_113107.jpg,23,324,14,37,347,0.06628242074927954,0.6216216216216216,338
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),53,20260430_113229.jpg,.\data\combined_514\images\20260430_113229.jpg,21,327,33,54,348,0.0603448275862069,0.3888888888888889,360
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),54,20260430_113251.jpg,.\data\combined_514\images\20260430_113251.jpg,5,345,8,13,350,0.014285714285714285,0.38461538461538464,353
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),55,20260430_113345.jpg,.\data\combined_514\images\20260430_113345.jpg,7,343,4,11,350,0.02,0.6363636363636364,347
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),56,20260430_113507.jpg,.\data\combined_514\images\20260430_113507.jpg,12,336,4,16,348,0.034482758620689655,0.75,340
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),57,20260430_113627.jpg,.\data\combined_514\images\20260430_113627.jpg,27,323,18,45,350,0.07714285714285714,0.6,341
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),58,20260430_113730.jpg,.\data\combined_514\images\20260430_113730.jpg,30,319,23,53,349,0.08595988538681948,0.5660377358490566,342
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),59,20260430_113818.jpg,.\data\combined_514\images\20260430_113818.jpg,17,333,16,33,350,0.04857142857142857,0.5151515151515151,349
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),60,20260430_113824.jpg,.\data\combined_514\images\20260430_113824.jpg,19,330,21,40,349,0.054441260744985676,0.475,351
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),61,20260430_113919.jpg,.\data\combined_514\images\20260430_113919.jpg,35,315,57,92,350,0.1,0.3804347826086957,372
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),62,20260430_114008.jpg,.\data\combined_514\images\20260430_114008.jpg,17,333,18,35,350,0.04857142857142857,0.4857142857142857,351
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),63,20260430_114051.jpg,.\data\combined_514\images\20260430_114051.jpg,21,329,5,26,350,0.06,0.8076923076923077,334
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),64,20260430_114124.jpg,.\data\combined_514\images\20260430_114124.jpg,56,293,24,80,349,0.16045845272206305,0.7,317
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),65,20260430_114129.jpg,.\data\combined_514\images\20260430_114129.jpg,15,332,6,21,347,0.043227665706051875,0.7142857142857143,338
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),66,20260430_114341.jpg,.\data\combined_514\images\20260430_114341.jpg,24,325,10,34,349,0.06876790830945559,0.7058823529411765,335
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),67,20260430_114516.jpg,.\data\combined_514\images\20260430_114516.jpg,19,329,10,29,348,0.05459770114942529,0.6551724137931034,339
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),68,20260430_114527.jpg,.\data\combined_514\images\20260430_114527.jpg,14,335,9,23,349,0.04011461318051576,0.6086956521739131,344
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),69,20260430_114546.jpg,.\data\combined_514\images\20260430_114546.jpg,5,344,120,125,349,0.014326647564469915,0.04,464
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),70,20260430_114601.jpg,.\data\combined_514\images\20260430_114601.jpg,19,330,22,41,349,0.054441260744985676,0.4634146341463415,352
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),71,20260430_114650.jpg,.\data\combined_514\images\20260430_114650.jpg,10,340,9,19,350,0.02857142857142857,0.5263157894736842,349
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),72,20260430_115015.jpg,.\data\combined_514\images\20260430_115015.jpg,5,344,7,12,349,0.014326647564469915,0.4166666666666667,351
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),73,20260430_115039.jpg,.\data\combined_514\images\20260430_115039.jpg,2,348,0,2,350,0.005714285714285714,1.0,348
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),74,20260430_115223.jpg,.\data\combined_514\images\20260430_115223.jpg,16,334,9,25,350,0.045714285714285714,0.64,343
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),75,20260430_115310.jpg,.\data\combined_514\images\20260430_115310.jpg,18,332,10,28,350,0.05142857142857143,0.6428571428571429,342
berrymtl_centerdet_highres_residual,BerryMTL-HighResCenterDet+ResidualCount (ours),76,20260430_115351.jpg,.\data\combined_514\images\20260430_115351.jpg,14,334,4,18,348,0.040229885057471264,0.7777777777777778,338
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),0,00007_20260212_161655_f00000198_t000006.601s.jpg,.\data\combined_514\images\00007_20260212_161655_f00000198_t000006.601s.jpg,37,73,45,82,110,0.33636363636363636,0.45121951219512196,118
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),1,00019_20260212_161655_f00000327_t000010.901s.jpg,.\data\combined_514\images\00019_20260212_161655_f00000327_t000010.901s.jpg,45,65,43,88,110,0.4090909090909091,0.5113636363636364,108
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),2,00082_20260212_161655_f00001136_t000037.870s.jpg,.\data\combined_514\images\00082_20260212_161655_f00001136_t000037.870s.jpg,47,63,59,106,110,0.42727272727272725,0.44339622641509435,122
berrymtl_centerdet_hitile_quality,BerryMTL-HiTile-QualityDet (ours),3,00127_20260212_161655_f00001703_t000056.772s.jpg,.\data\combined_514\images\00127_20260212_161655_f00001703_t000056.772s.jpg,41,69,52,93,110,0.37272727272727274,0.44086021505376344,121
